"OS_TOID","EASTING","NORTHING","LATITUDE","LONGITUDE","OA","LSOA","MSOA","WARD_CODE","WARD","ADMINISTRATIVE_AREA","KWH","PEAK_KW","DECS","EPCS","RESI_COUNT","NONRESI_COUNT","DEMAND_ESTIMATION_METHOD"
"osgb1000005891663",532125,181911,51.5206735,-0.0970135,"E00166756","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",360968.065996204,145.485275268555,0,132,132,0,"Building geometry prediction"
"osgb1000005891671",532199,181915,51.5206922,-0.095946,"E00000013","E01000003","E02000001","E05009288","Aldersgate","CITY OF LONDON",296165.156263251,123.287826538086,0,56,56,0,"Building geometry prediction"
"osgb1000005891672",532219,181946,51.5209661,-0.0956463,"E00190445","E01000003","E02000001","E05009288","Aldersgate","CITY OF LONDON",208055.576307363,79.4097747802734,0,1,20,1,"Building geometry prediction"
"osgb1000005891676",532226,181912,51.5206589,-0.0955582,"E00000013","E01000003","E02000001","E05009288","Aldersgate","CITY OF LONDON",294608.927419847,103.359413146973,0,0,0,1,"Building geometry prediction"
"osgb1000005891679",532146,181824,51.5198868,-0.0967436,"E00000003","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",888062.234905661,267.570220947266,0,117,117,2,"Building geometry prediction"
"osgb1000005891683",532150,181799,51.5196612,-0.0966953,"E00000005","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",124218,83.4893934,1,0,0,1,"DEC data"
"osgb1000005891687",532248,181830,51.5199168,-0.095272,"E00190433","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",1115397.96301536,403.906188964844,0,177,177,0,"Building geometry prediction"
"osgb1000005891697",532192,181832,51.5199479,-0.0960779,"E00000003","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",20298.9136877383,28.7931499481201,0,1,1,0,"Building geometry prediction"
"osgb1000005891698",532189,181825,51.5198857,-0.0961238,"E00000003","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",16949.6311041254,27.6458930969238,0,1,1,0,"Building geometry prediction"
"osgb1000005891699",532187,181818,51.5198233,-0.0961552,"E00000003","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",17079.230380946,27.6902866363525,0,1,1,0,"Building geometry prediction"
"osgb1000005891700",532185,181810,51.5197518,-0.096187,"E00000003","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",16317.0744574362,27.4292182922363,0,1,1,0,"Building geometry prediction"
"osgb1000005891701",532181,181805,51.5197078,-0.0962465,"E00000003","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",16742.0266290264,27.574779510498,0,1,1,0,"Building geometry prediction"
"osgb1000005891702",532179,181798,51.5196454,-0.0962779,"E00000003","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",16039.6360160568,27.3341846466064,0,1,1,0,"Building geometry prediction"
"osgb1000005891703",532178,181791,51.5195827,-0.096295,"E00000003","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",16077.3892302862,27.3471164703369,0,1,1,0,"Building geometry prediction"
"osgb1000005891704",532175,181785,51.5195295,-0.0963404,"E00000003","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",15584.9815930198,27.1784477233887,0,1,1,0,"Building geometry prediction"
"osgb1000005891706",532160,181770,51.5193982,-0.0965621,"E00000005","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",411154.819264728,162.676147460938,0,75,75,0,"Building geometry prediction"
"osgb1000005891717",532258,181866,51.520238,-0.0951145,"E00000001","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",194935.439896202,75.7793807983398,0,0,0,1,"Building geometry prediction"
"osgb1000005891718",532271,181868,51.5202529,-0.0949265,"E00000001","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",723437.059534195,222.017791748047,0,116,116,1,"Building geometry prediction"
"osgb1000005891720",532356,181899,51.5205116,-0.0936904,"E00000018","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",1194572.85992922,352.382873535156,0,67,68,1,"Building geometry prediction"
"osgb1000005891729",532459,181948,51.5209278,-0.0921883,"E00190348","E01000002","E02000001","E05009299","Coleman Street","CITY OF LONDON",56787.2068909261,37.5532379150391,0,0,0,1,"Building geometry prediction"
"osgb1000005891733",532510,181900,51.5204845,-0.0914717,"E00190348","E01000002","E02000001","E05009299","Coleman Street","CITY OF LONDON",767415.984237154,234.186935424805,0,0,0,1,"Building geometry prediction"
"osgb1000005891737",532449,181887,51.520382,-0.0923553,"E00190348","E01000002","E02000001","E05009299","Coleman Street","CITY OF LONDON",1832522.32571845,528.905944824219,0,1,0,1,"Building geometry prediction"
"osgb1000005891742",532418,181908,51.520578,-0.0927939,"E00190348","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",964899.730053154,288.831451416016,0,111,111,1,"Building geometry prediction"
"osgb1000005891767",532328.86,181837.17,51.5199623,-0.0941046,"E00000018","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",754304,396.2010752,2,0,0,10,"DEC data"
"osgb1000005891787",532348,181702,51.5187431,-0.0938796,"E00000018","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",309757.207514068,107.551002502441,0,0,0,1,"Building geometry prediction"
"osgb1000005891793",532436,181531,51.5171858,-0.0926762,"E00000021","E01000002","E02000001","E05009290","Bassishaw","CITY OF LONDON",142835.392766587,61.3630981445312,0,0,1,3,"Building geometry prediction"
"osgb1000005891795",532300,181620,51.5180174,-0.0946018,"E00000021","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",244614.611815883,89.5257949829102,0,0,2,2,"Building geometry prediction"
"osgb1000005891804",532473,181637,51.5181297,-0.0921035,"E00000021","E01000002","E02000001","E05009290","Bassishaw","CITY OF LONDON",136941.234183349,68.7475814819336,0,0,0,0,"Building geometry prediction"
"osgb1000005891805",532468,181646,51.5182117,-0.0921721,"E00000021","E01000002","E02000001","E05009290","Bassishaw","CITY OF LONDON",260493.901946638,93.9196548461914,0,0,1,2,"Building geometry prediction"
"osgb1000005891806",532414,181661,51.5183592,-0.0929443,"E00000021","E01000002","E02000001","E05009290","Bassishaw","CITY OF LONDON",470454.458721804,182.988525390625,0,90,90,0,"Building geometry prediction"
"osgb1000005891817",532528,181795,51.5195367,-0.0912519,"E00000019","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",4434411.13546407,1248.85852050781,0,455,455,3,"Building geometry prediction"
"osgb1000005891821",532402,181753,51.5191888,-0.0930826,"E00000018","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",336980.192671888,137.268524169922,0,88,88,0,"Building geometry prediction"
"osgb1000005891832",532305,181744,51.5191306,-0.0944832,"E00000018","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",455494.108143807,147.876968383789,1,0,0,2,"Building geometry prediction"
"osgb1000005891844",532452,181791,51.5195185,-0.0923481,"E00000018","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",2571211,1297.9320193,2,0,0,1,"DEC data"
"osgb1000005891857",532110,181690,51.518691,-0.0973123,"E00166756","E01000001","E02000001","E05009304","Farringdon Within","CITY OF LONDON",2429066.87185822,693.972106933594,0,0,0,1,"Building geometry prediction"
"osgb1000005891860",532078.84,181859.300000001,51.5202197,-0.0976978,"E00166756","E01000001","E02000001","E05009304","Farringdon Within","CITY OF LONDON",232478.188918462,86.1676025390625,0,0,0,5,"Building geometry prediction"
"osgb1000005891861",532067,181902,51.5206062,-0.0978523,"E00166756","E01000001","E02000001","E05009304","Farringdon Within","CITY OF LONDON",190113.138984284,74.4450302124023,0,14,14,3,"Building geometry prediction"
"osgb1000005891866",532035,181772,51.5194454,-0.098362,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",135161.707111066,59.2397613525391,0,1,0,2,"Building geometry prediction"
"osgb1000005891867",531991,181749,51.519249,-0.0990044,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",127931.128329018,57.2390327453613,0,11,12,3,"Building geometry prediction"
"osgb1000005891892",532340,181650,51.5182777,-0.0940143,"E00000018","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",270612.970873623,96.7196426391602,0,15,15,2,"Building geometry prediction"
"osgb1000005891894",532384,181661,51.5183662,-0.0933764,"E00000018","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",159425.696933989,65.9536972045898,0,9,9,1,"Building geometry prediction"
"osgb1000005891913",532118,181608,51.5179522,-0.0972278,"E00000007","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",2699232.53207424,768.727966308594,0,0,0,3,"Building geometry prediction"
"osgb1000005891914",532061,181706,51.5188462,-0.0980122,"E00190405","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",91552.7302192409,53.2002906799316,0,20,20,0,"Building geometry prediction"
"osgb1000005891920",532500,181514,51.517018,-0.0917608,"E00166755","E01032739","E02000001","E05009290","Bassishaw","CITY OF LONDON",2147364.45855221,616.02392578125,0,0,0,2,"Building geometry prediction"
"osgb1000005891926",532100,181554,51.5174711,-0.0975073,"E00000007","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",1354273.27415669,396.572570800781,0,1,0,3,"Building geometry prediction"
"osgb1000005891931",532349.76,181586.060000001,51.5177008,-0.0938978,"E00000021","E01000002","E02000001","E05009290","Bassishaw","CITY OF LONDON",2075777.26559244,596.215515136719,0,12,9,4,"Building geometry prediction"
"osgb1000005891935",532285,181983,51.5212831,-0.0946816,"E00190437","E01000003","E02000001","E05009302","Cripplegate","CITY OF LONDON",957067.351546388,286.664184570312,0,1,0,1,"Building geometry prediction"
"osgb1000005891940",532331,181562,51.517489,-0.094177,"E00000021","E01000002","E02000001","E05009290","Bassishaw","CITY OF LONDON",391439.255604187,130.152740478516,0,0,0,1,"Building geometry prediction"
"osgb1000005891941",532388,181565,51.5175026,-0.0933549,"E00000021","E01000002","E02000001","E05009290","Bassishaw","CITY OF LONDON",373745.920516568,125.25691986084,0,0,0,1,"Building geometry prediction"
"osgb1000005891947",532104,181762,51.5193394,-0.0973718,"E00166756","E01000001","E02000001","E05009304","Farringdon Within","CITY OF LONDON",811705.764764574,246.442092895508,0,0,0,1,"Building geometry prediction"
"osgb1000005891951",532228,181982,51.5212875,-0.0955031,"E00190445","E01000003","E02000001","E05009288","Aldersgate","CITY OF LONDON",315766.423604841,130.001998901367,0,59,59,0,"Building geometry prediction"
"osgb1000005891954",532051,181664,51.5184711,-0.0981719,"E00190405","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",283260.896212456,100.219375610352,0,49,49,1,"Building geometry prediction"
"osgb1000005891956",532057,181508,51.5170678,-0.0981439,"E00000007","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",226202.331552208,84.4310455322266,0,34,33,1,"Building geometry prediction"
"osgb1000005891959",532092,181515,51.5171225,-0.0976372,"E00000007","E01000001","E02000001","E05009288","Aldersgate","CITY OF LONDON",68967.7562613741,45.4640769958496,0,10,10,0,"Building geometry prediction"
"osgb1000005891961",532393,181808,51.5196851,-0.0931916,"E00000018","E01000002","E02000001","E05009302","Cripplegate","CITY OF LONDON",851767.379205046,257.527282714844,0,0,0,4,"Building geometry prediction"
"osgb1000005891964",532511,181473,51.516647,-0.0916177,"E00166755","E01032739","E02000001","E05009290","Bassishaw","CITY OF LONDON",46953.357711462,34.8321723937988,0,0,0,1,"Building geometry prediction"
"osgb1000005891979",532513,181353,51.5155681,-0.091634,"E00166755","E01032739","E02000001","E05009290","Bassishaw","CITY OF LONDON",1716907.27600834,496.914794921875,0,2,0,4,"Building geometry prediction"
"osgb1000005891981",532650,181451,51.5164166,-0.0896239,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",282671.02122208,100.05615234375,0,0,0,2,"Building geometry prediction"
"osgb1000005891983",532654,181478,51.5166583,-0.0895561,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",97033.5040780826,48.6895408630371,0,0,0,1,"Building geometry prediction"
"osgb1000005891984",532657,181431,51.5162353,-0.0895306,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",148796.821091861,63.0126495361328,0,1,0,1,"Building geometry prediction"
"osgb1000005891987",532706.2,181487.07,51.5167276,-0.0888009,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",70669.5559263928,41.3945350646973,0,1,0,2,"Building geometry prediction"
"osgb1000005891988",532710,181477,51.5166362,-0.0887499,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",249700.714195133,90.9331359863281,0,0,0,1,"Building geometry prediction"
"osgb1000005891991",532671,181427,51.516196,-0.0893305,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",135636.552554787,59.3711547851562,0,0,0,2,"Building geometry prediction"
"osgb1000005891995",532652,181417,51.5161106,-0.0896079,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",46057.8921362588,34.5843925476074,0,1,0,1,"Building geometry prediction"
"osgb1000005892001",532622,181379,51.5157762,-0.0900543,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",57493.1483613786,37.7485733032227,0,0,0,3,"Building geometry prediction"
"osgb1000005892003",532746,181451,51.5163941,-0.0882412,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",558516.218011623,176.383560180664,0,0,0,4,"Building geometry prediction"
"osgb1000005892006",532765,181410,51.5160212,-0.0879829,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",376621.252817149,126.052536010742,0,2,0,2,"Building geometry prediction"
"osgb1000005892007",532725,181468,51.5165518,-0.0885373,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",287021.909780657,101.260055541992,0,1,0,1,"Building geometry prediction"
"osgb1000005892009",532795,181445,51.5163287,-0.0875377,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",183851.168118302,72.7123184204102,0,0,0,1,"Building geometry prediction"
"osgb1000005892011",532779.6,181402.789999999,51.515953,-0.0877754,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",147756.426555315,62.7247695922852,0,0,0,3,"Building geometry prediction"
"osgb1000005892012",532786,181389,51.5158275,-0.0876884,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",252230.635565631,91.6331787109375,0,0,0,3,"Building geometry prediction"
"osgb1000005892014",532880,181490,51.5167131,-0.0862964,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",146198.560203878,62.293701171875,0,0,0,1,"Building geometry prediction"
"osgb1000005892015",532874,181474,51.5165707,-0.0863889,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",150193.948750439,63.3992385864258,0,0,0,1,"Building geometry prediction"
"osgb1000005892022",532900,181490,51.5167084,-0.0860083,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",280716.317647927,99.5152816772461,0,1,2,3,"Building geometry prediction"
"osgb1000005892023",532893,181466,51.5164944,-0.0861182,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",167943.740659044,68.310676574707,0,0,0,1,"Building geometry prediction"
"osgb1000005892027",532908.93,181400.869999999,51.5159053,-0.0859133,"E00166755","E01032739","E02000001","E05009292","Bishopsgate","CITY OF LONDON",247192.372249882,90.2390747070312,0,0,0,3,"Building geometry prediction"
"osgb1000005892028",532911,181445,51.5163014,-0.0858669,"E00013578","E01002726","E02000575","E05013702","Clerkenwell","CITY OF LONDON",291848.69472899,102.595649719238,0,0,0,1,"Building geometry prediction"
"osgb1000005892029",532928,181486,51.5166659,-0.0856065,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",292997.981287349,102.91365814209,0,0,0,1,"Building geometry prediction"
"osgb1000005892030",532926.27,181404.050000001,51.5159298,-0.0856623,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",267156.56350413,95.7632369995117,0,0,0,4,"Building geometry prediction"
"osgb1000005892031",532943,181401,51.5158985,-0.0854225,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",126459.145287539,56.831729888916,0,0,0,2,"Building geometry prediction"
"osgb1000005892034",532956,181412,51.5159943,-0.0852311,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",111444.559541551,52.6771354675293,0,1,0,1,"Building geometry prediction"
"osgb1000005892038",532929,181352,51.5154614,-0.0856426,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",205742.948539007,78.7698593139648,0,0,1,1,"Building geometry prediction"
"osgb1000005892039",532947.31,181298.689999999,51.514978,-0.085399,"E00166755","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",551349.382609734,174.400482177734,0,0,0,2,"Building geometry prediction"
"osgb1000005892040",532955,181354,51.5154733,-0.0852674,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",282972.656746663,100.139610290527,0,0,0,1,"Building geometry prediction"
"osgb1000005892041",532931,181326,51.5152273,-0.0856236,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",571628.269144623,180.011734008789,0,0,0,2,"Building geometry prediction"
"osgb1000005892042",532898,181352,51.5154687,-0.0860891,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",192972.945308778,75.2363510131836,0,0,0,1,"Building geometry prediction"
"osgb1000005892043",532898,181340,51.5153609,-0.0860937,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",119011.581180853,54.7709579467773,0,0,0,1,"Building geometry prediction"
"osgb1000005892044",532899,181327,51.5152438,-0.0860842,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",113336.017183333,53.2005081176758,0,0,0,1,"Building geometry prediction"
"osgb1000005892045",532895,181316,51.5151459,-0.0861459,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",738646.911053437,226.226425170898,0,2,4,11,"Building geometry prediction"
"osgb1000005892047",532997,181301,51.5149871,-0.0846825,"E00166755","E01032739","E02000001","E05009301","Cornhill","CITY OF LONDON",342810.357113779,116.696937561035,0,0,0,1,"Building geometry prediction"
"osgb1000005892049",532933,181299,51.5149842,-0.085605,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",245986.390656102,89.9053726196289,0,0,0,3,"Building geometry prediction"
"osgb1000005892051",532954,181380,51.5157072,-0.085272,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",207339.321553156,79.2115783691406,0,0,0,2,"Building geometry prediction"
"osgb1000005892059",532851,181301,51.5150214,-0.0867853,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",573729.937012273,180.59326171875,0,0,0,2,"Building geometry prediction"
"osgb1000005892069",532774,181268.439999999,51.5147469,-0.0879066,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",1996907.77329309,574.392028808594,0,0,0,3,"Building geometry prediction"
"osgb1000005892076",532777.95,181359.01,51.5155599,-0.0878156,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",168984.72372537,68.5987167358398,0,0,0,3,"Building geometry prediction"
"osgb1000005892080",532769,181354,51.515517,-0.0879464,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",77103.5106078051,43.1748352050781,0,0,0,1,"Building geometry prediction"
"osgb1000005892083",532740,181354,51.5155238,-0.0883641,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",74545.1506376073,42.4669303894043,0,0,0,1,"Building geometry prediction"
"osgb1000005892093",532677.58,181302.26,51.5150735,-0.0892826,"E00166755","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",265788.371893042,95.3846588134766,0,0,0,1,"Building geometry prediction"
"osgb1000005892094",532672,181320,51.5152342,-0.0893563,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",270834.818575248,96.7810287475586,0,1,0,2,"Building geometry prediction"
"osgb1000005892098",532680.2,181351.68,51.515517,-0.0892263,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",458426.107454581,148.688262939453,0,0,0,2,"Building geometry prediction"
"osgb1000005892099",532758,181343,51.5154207,-0.088109,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",95270.8784075451,48.2018165588379,0,0,0,1,"Building geometry prediction"
"osgb1000005892101",532745,181368,51.5156485,-0.0882868,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",24676.3863016832,28.6680507659912,0,0,0,3,"Building geometry prediction"
"osgb1000005892102",532756,181374,51.5156998,-0.0881261,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",202754.772659523,77.9430236816406,0,0,0,1,"Building geometry prediction"
"osgb1000005892105",532757,181326,51.5152682,-0.0881298,"E00166755","E01032739","E02000001","E05009295","Broad Street","CITY OF LONDON",390921.713726228,130.009536743164,0,0,0,1,"Building geometry prediction"
"osgb1000005892108",532654,181363,51.5156249,-0.0895994,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",164952.285827931,67.4829254150391,0,0,0,2,"Building geometry prediction"
"osgb1000005892110",532643.77,181348.859999999,51.5155002,-0.0897521,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",237948.559205853,87.6812744140625,0,0,0,1,"Building geometry prediction"
"osgb1000005892113",532563,181381,51.515808,-0.0909033,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",202351.517659688,77.8314361572266,0,2,0,3,"Building geometry prediction"
"osgb1000005892114",532606,181372,51.515717,-0.0902874,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",76139.9051948631,42.908203125,0,0,0,2,"Building geometry prediction"
"osgb1000005892115",532592.83,181373.800000001,51.5157363,-0.0904764,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",149896.250770333,63.3168678283691,0,0,0,2,"Building geometry prediction"
"osgb1000005892116",532617,181364,51.5156426,-0.090132,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",123699.066735435,56.0680046081543,0,0,0,2,"Building geometry prediction"
"osgb1000005892117",532640,181301,51.515071,-0.0898244,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",548935.345555333,173.732498168945,0,0,0,1,"Building geometry prediction"
"osgb1000005892120",532574,181373,51.5157335,-0.0907479,"E00166755","E01032739","E02000001","E05009299","Coleman Street","CITY OF LONDON",103869.508674543,50.5810890197754,0,0,0,3,"Building geometry prediction"
"osgb1000005892125",532530,181330,51.5153574,-0.0913978,"E00166755","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",239045.774891344,87.9848785400391,1,0,1,1,"Building geometry prediction"
"osgb1000005892127",532504,181277,51.5148872,-0.0917922,"E00166757","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",115063.296035569,53.6784515380859,0,0,0,2,"Building geometry prediction"
"osgb1000005892128",532514,181287,51.5149747,-0.0916444,"E00166757","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",89836.870852956,46.6982040405273,0,0,0,2,"Building geometry prediction"
"osgb1000005892129",532520,181281,51.5149194,-0.0915603,"E00166757","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",84508.602482075,45.2238540649414,0,0,0,2,"Building geometry prediction"
"osgb1000005892130",532516,181263,51.5147586,-0.0916246,"E00166757","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",132325.14771286,58.4548759460449,0,0,0,3,"Building geometry prediction"
"osgb1000005892132",532505,181236,51.5145185,-0.0917932,"E00166757","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",112804.960139367,53.0535621643066,0,0,0,2,"Building geometry prediction"
"osgb1000005892139",532537,181248,51.5146189,-0.0913278,"E00166757","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",228276.492658976,85.0049743652344,0,0,0,1,"Building geometry prediction"
"osgb1000005892140",532547.08,181208.98,51.5142658,-0.0911973,"E00166755","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",241659.65984371,88.7081527709961,0,2,0,2,"Building geometry prediction"
"osgb1000005892141",532555,181254,51.5146686,-0.0910663,"E00166755","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",41748.8907834729,33.3920783996582,0,0,0,1,"Building geometry prediction"
"osgb1000005892142",532523,181247,51.5146132,-0.0915298,"E00166757","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",38796.173823201,32.5750503540039,0,2,1,1,"Building geometry prediction"
"osgb1000005892143",532527.37,181237.380000001,51.5145257,-0.0914705,"E00166757","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",40922.8740321013,35.8576393127441,0,1,1,0,"Building geometry prediction"
"osgb1000005892145",532546.45,181224.83,51.5144084,-0.0912004,"E00166755","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",119859.890807477,55.0056915283203,0,2,1,1,"Building geometry prediction"
"osgb1000005892146",532571,181250,51.5146289,-0.0908374,"E00166755","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",263784.484044464,94.8301773071289,0,0,0,3,"Building geometry prediction"
"osgb1000005892148",532528,181215,51.5143244,-0.0914698,"E00166755","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",66020.9133372546,40.1082382202148,0,1,0,1,"Building geometry prediction"
"osgb1000005892149",532515,181217,51.5143454,-0.0916563,"E00166755","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",188350.268093005,73.9572372436523,0,0,0,1,"Building geometry prediction"
"osgb1000005892154",532596,181214,51.5142995,-0.0904908,"E00166755","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",672952.35849781,208.048492431641,0,0,0,3,"Building geometry prediction"
"osgb1000005892155",532578,181203,51.5142049,-0.0907542,"E00166755","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",605177.941701599,189.295059204102,0,0,0,2,"Building geometry prediction"
"osgb1000005892159",532544,181152,51.5137545,-0.0912631,"E00166757","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",117427.497229003,54.3326377868652,0,0,0,2,"Building geometry prediction"
"osgb1000005892160",532527,181169,51.5139113,-0.0915015,"E00166757","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",636275.687096468,197.899917602539,0,2,0,7,"Building geometry prediction"
"osgb1000005892162",532522,181188,51.5140832,-0.0915664,"E00166755","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",38218.1009567948,32.4150924682617,0,0,0,1,"Building geometry prediction"
"osgb1000005892163",532533,181187,51.5140716,-0.0914084,"E00166755","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",94826.328234852,48.0788078308105,0,0,0,1,"Building geometry prediction"
"osgb1000005892164",532542.43,181187.58,51.5140746,-0.0912723,"E00166755","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",43578.0413380092,33.8982086181641,0,0,0,1,"Building geometry prediction"
"osgb1000005892165",532556,181187,51.5140662,-0.0910771,"E00166755","E01032739","E02000001","E05009298","Cheap","CITY OF LONDON",51228.3889852518,36.0150909423828,0,0,0,1,"Building geometry prediction"
"osgb1000005892168",532620.87,181137.76,51.5136085,-0.0901613,"E00166757","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",2530785.22011319,722.117919921875,0,0,0,1,"Building geometry prediction"
"osgb1000005892177",532647,181030,51.512634,-0.0898255,"E00166755","E01032739","E02000001","E05009312","Walbrook","CITY OF LONDON",229180.320261462,85.2550659179688,0,0,0,1,"Building geometry prediction"
