"OS_TOID","EASTING","NORTHING","LATITUDE","LONGITUDE","OA","LSOA","MSOA","WARD_CODE","WARD","ADMINISTRATIVE_AREA","KWH","PEAK_KW","DECS","EPCS","RESI_COUNT","NONRESI_COUNT","DEMAND_ESTIMATION_METHOD"
"osgb1000005730479",531375.11,180856.27,51.5113696,-0.1082085,"E00000025","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",359070.874415482,121.196281433105,0,0,0,1,"Building geometry prediction"
"osgb1000005730480",531350,180877,51.5115618,-0.1085624,"E00000025","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",81552.3333242057,44.4058418273926,0,2,2,4,"Building geometry prediction"
"osgb1000005730481",531350,180891,51.5116876,-0.1085572,"E00000025","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",122133.815736527,55.6348915100098,0,2,1,9,"Building geometry prediction"
"osgb1000005730499",531403,180844,51.5112529,-0.1078114,"E00000025","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",510888.408676062,163.204772949219,0,0,0,1,"Building geometry prediction"
"osgb1000005730500",531420.59,180855.09,51.5113485,-0.107554,"E00000025","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",420792,230.6790696,1,0,0,1,"DEC data"
"osgb1000005730502",531477,180862,51.5113974,-0.106739,"E00000025","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",142799.425988994,70.7542343139648,0,1,0,0,"Building geometry prediction"
"osgb1000005730515",531501,180842,51.5112121,-0.1064008,"E00000025","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",313059.504157027,108.46475982666,0,0,0,2,"Building geometry prediction"
"osgb1000005730528",531501,180952,51.5122007,-0.1063598,"E00000025","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",1002958.88593166,299.362548828125,0,0,0,1,"Building geometry prediction"
"osgb1000005730531",531440,180887,51.5116307,-0.1072625,"E00000025","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",1324612.94268507,388.365478515625,0,0,0,1,"Building geometry prediction"
"osgb1000005731583",531931.07,181746.02,51.5192362,-0.0998687,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",9739.74571993719,24.5350246429443,0,0,3,1,"Building geometry prediction"
"osgb1000005731584",531937,181747,51.5192436,-0.0997829,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",27213.7220964561,29.3701400756836,0,5,4,1,"Building geometry prediction"
"osgb1000005731585",531954,181743,51.5192037,-0.0995396,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",15711.9307023023,27.2219333648682,0,1,1,0,"Building geometry prediction"
"osgb1000005731587",531967,181768,51.5194253,-0.099343,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",13682.5466784963,25.626012802124,0,0,0,2,"Building geometry prediction"
"osgb1000005731588",531973,181770,51.5194419,-0.0992558,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",15637.4043914007,26.1669292449951,0,0,0,1,"Building geometry prediction"
"osgb1000005731589",531978,181771,51.5194497,-0.0991834,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",23521.2197002598,28.3484115600586,0,1,0,1,"Building geometry prediction"
"osgb1000005731590",531983,181764,51.5193856,-0.099114,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",17789.3875553767,27.9335422515869,0,1,1,0,"Building geometry prediction"
"osgb1000005731591",531978,181761,51.5193598,-0.0991871,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",17408.6788908601,27.8031349182129,0,1,1,0,"Building geometry prediction"
"osgb1000005731592",531973,181757,51.5193251,-0.0992606,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",16247.5064983621,27.405387878418,0,1,1,0,"Building geometry prediction"
"osgb1000005731593",531968,181753,51.5192903,-0.0993342,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",16410.0468058578,27.4610652923584,0,1,1,0,"Building geometry prediction"
"osgb1000005731594",531947,181738,51.5191604,-0.0996423,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",16702.1213033045,27.5611114501953,0,1,1,0,"Building geometry prediction"
"osgb1000005731595",531940,181734,51.5191261,-0.0997446,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",22029.883420384,29.3860721588135,0,1,1,0,"Building geometry prediction"
"osgb1000005731596",531932,181734,51.5191279,-0.0998598,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",37595.0160717208,32.2426834106445,0,0,1,1,"Building geometry prediction"
"osgb1000005731597",531927,181740,51.519183,-0.0999296,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",17399.1963114174,26.6544246673584,0,1,1,1,"Building geometry prediction"
"osgb1000005731706",531527,181519,51.5172901,-0.1057738,"E00190440","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",693468.5066095,213.725387573242,0,0,0,3,"Building geometry prediction"
"osgb1000005731707",531560.66,181503.52,51.5171432,-0.1052948,"E00190440","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",101436.785799645,49.9079475402832,0,1,0,2,"Building geometry prediction"
"osgb1000005731711",531960,181715,51.5189507,-0.0994636,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",469232.382987372,151.67839050293,0,0,0,1,"Building geometry prediction"
"osgb1000005731713",531982,181708,51.5188826,-0.0991493,"E00190440","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",244066.614863685,105.442092895508,0,41,41,0,"Building geometry prediction"
"osgb1000005731832",532000,181880,51.5204241,-0.0988257,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",62580.2701582826,39.1562004089355,0,0,0,1,"Building geometry prediction"
"osgb1000005731833",531994,181877,51.5203986,-0.0989132,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",89000.9483769274,46.4669036865234,0,0,0,1,"Building geometry prediction"
"osgb1000005731835",531979,181867,51.5203122,-0.099133,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",153292.768228459,64.2566909790039,0,2,0,2,"Building geometry prediction"
"osgb1000005731842",531963,181829,51.5199744,-0.0993777,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",36978.3578767165,34.5064926147461,0,1,1,0,"Building geometry prediction"
"osgb1000005731846",531979.17,181799.439999999,51.519705,-0.0991559,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",149506.027501328,63.2088890075684,0,0,0,3,"Building geometry prediction"
"osgb1000005731856",531786,181731,51.519135,-0.101964,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",1724099.89461962,498.905029296875,0,1,0,3,"Building geometry prediction"
"osgb1000005731857",531922,181777,51.5195167,-0.0999878,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",1681831.01325392,487.209045410156,0,0,0,5,"Building geometry prediction"
"osgb1000005731862",531687,181678,51.5186818,-0.1034098,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",1852345.35390132,534.391052246094,0,0,0,2,"Building geometry prediction"
"osgb1000005731929",531651,181628,51.5182408,-0.1039471,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",1719646.6859551,497.672821044922,0,1,0,19,"Building geometry prediction"
"osgb1000005731930",531610,181676,51.5186817,-0.1045197,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",104189.374609675,50.6695976257324,0,0,0,1,"Building geometry prediction"
"osgb1000005731945",531671.48,181568.76,51.5177037,-0.1036742,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",202839.142771468,91.3201141357422,0,1,0,0,"Building geometry prediction"
"osgb1000005731949",531743,181635,51.5182823,-0.1026193,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",88972.7900295034,46.4591102600098,0,0,1,2,"Building geometry prediction"
"osgb1000005731950",531750,181642,51.5183436,-0.1025158,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",51435.2466932688,36.0723304748535,0,0,0,1,"Building geometry prediction"
"osgb1000005731951",531794,181652,51.5184232,-0.1018783,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",393086.634532556,130.60856628418,0,2,21,5,"Building geometry prediction"
"osgb1000005731952",531781,181659,51.5184891,-0.1020629,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",37494.9064556054,32.2149848937988,0,2,2,1,"Building geometry prediction"
"osgb1000005731953",531788,181665,51.5185414,-0.1019599,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",32988.0785243943,30.9679279327393,0,0,0,2,"Building geometry prediction"
"osgb1000005731954",531792,181659,51.5184866,-0.1019045,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",43207.0433751338,33.7955551147461,0,1,1,1,"Building geometry prediction"
"osgb1000005731965",531807,181584,51.5178091,-0.1017165,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",22127.8999694818,27.9628753662109,0,0,3,1,"Building geometry prediction"
"osgb1000005731966",531804,181578,51.5177559,-0.1017619,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",22666.8864012794,28.1120147705078,0,1,4,1,"Building geometry prediction"
"osgb1000005731970",531787,181561,51.517607,-0.1020131,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",411279.911655205,135.642715454102,0,0,0,1,"Building geometry prediction"
"osgb1000005731974",531730,181513,51.517189,-0.1028521,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",211343.916386981,80.3196716308594,0,1,0,1,"Building geometry prediction"
"osgb1000005731977",531781,181515,51.5171951,-0.1021168,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",293913.817699859,103.16707611084,0,0,0,1,"Building geometry prediction"
"osgb1000005731979",531814.73,181512.619999999,51.5171658,-0.1016318,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",159880.770579643,66.0796203613281,0,0,0,1,"Building geometry prediction"
"osgb1000005731981",531830,181592,51.5178756,-0.1013822,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",8833.80571592111,24.2843475341797,0,0,0,1,"Building geometry prediction"
"osgb1000005731986",531897,181522,51.5172309,-0.1004433,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",384227.69193906,128.157272338867,0,0,0,1,"Building geometry prediction"
"osgb1000005731995",531900.24,181579.77,51.5177493,-0.100375,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",2342150,1184.249045,3,0,0,4,"DEC data"
"osgb1000005731998",531880,181600,51.5179358,-0.100659,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",104494.534306628,50.754035949707,0,0,0,1,"Building geometry prediction"
"osgb1000005732004",531919,181618,51.5180885,-0.1000905,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",452269.777684011,146.984771728516,0,0,0,1,"Building geometry prediction"
"osgb1000005732006",531941,181573,51.517679,-0.0997904,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",396690.790901919,131.605850219727,0,0,0,1,"Building geometry prediction"
"osgb1000005732014",531903,181680,51.5186494,-0.1002978,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",172229.84890404,69.4966583251953,0,17,17,2,"Building geometry prediction"
"osgb1000005732018",531916.8,181667.619999999,51.5185349,-0.1001036,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",6564.16361137456,24.0884761810303,0,1,1,0,"Building geometry prediction"
"osgb1000005732036",531980,181627,51.5181552,-0.0992085,"E00190405","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",145616.434188931,62.132625579834,0,0,0,2,"Building geometry prediction"
"osgb1000005732038",531919,181736,51.5191489,-0.1000463,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",16369.2061406146,26.369421005249,0,0,0,2,"Building geometry prediction"
"osgb1000005732039",531913.91,181735.9,51.5191492,-0.1001197,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",15293.8816610267,26.0718746185303,0,3,2,1,"Building geometry prediction"
"osgb1000005732040",531910.15,181733.41,51.5191277,-0.1001748,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",15313.2015522986,26.077220916748,0,0,1,1,"Building geometry prediction"
"osgb1000005732041",531907,181728,51.5190799,-0.1002222,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",15345.675784772,26.0862064361572,0,1,1,1,"Building geometry prediction"
"osgb1000005732042",531897.96,181726.640000001,51.5190697,-0.1003529,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",63923.2250519227,39.5278015136719,0,3,8,1,"Building geometry prediction"
"osgb1000005732043",531923,181725,51.5190492,-0.0999928,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",59622.985085913,38.3379096984863,0,1,0,1,"Building geometry prediction"
"osgb1000005732044",531920,181710,51.5189151,-0.1000417,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",34330.253309394,33.5994148254395,0,1,1,0,"Building geometry prediction"
"osgb1000005732045",531875.62,181710.42,51.5189292,-0.1006808,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",122955.487384325,55.8622550964355,0,1,17,2,"Building geometry prediction"
"osgb1000005732047",531897.99,181714.25,51.5189584,-0.1003571,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",57523.4401292531,37.7569541931152,0,2,2,1,"Building geometry prediction"
"osgb1000005732048",531886,181704,51.5188691,-0.1005337,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",18864.9472429094,27.0600032806396,0,17,17,1,"Building geometry prediction"
"osgb1000005732049",531889.94,181693.470000001,51.5187735,-0.1004808,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",127285.637274483,57.0604248046875,0,0,0,1,"Building geometry prediction"
"osgb1000005732050",531906,181702,51.5188464,-0.1002463,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",15925.5212468234,26.2466526031494,0,2,0,1,"Building geometry prediction"
"osgb1000005732053",531909,181715,51.5189626,-0.1001982,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",12513.796809074,26.1264514923096,0,1,1,0,"Building geometry prediction"
"osgb1000005732055",531914,181710,51.5189165,-0.1001281,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",23736.5427785866,28.4079914093018,0,1,1,1,"Building geometry prediction"
"osgb1000005732072",531698,181544,51.517475,-0.1033014,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",370923.920224097,124.476058959961,0,1,0,1,"Building geometry prediction"
"osgb1000005732075",531905,181705,51.5188736,-0.1002596,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",6566.4310398208,24.0892524719238,0,1,1,0,"Building geometry prediction"
"osgb1000005732077",531986,181777,51.5195018,-0.0990659,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",18048.253576163,26.834020614624,0,2,0,2,"Building geometry prediction"
"osgb1000005732078",531992,181777,51.5195004,-0.0989795,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",13486.4278873776,25.5717468261719,0,1,1,1,"Building geometry prediction"
"osgb1000005732079",531995,181779,51.5195176,-0.0989355,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",7020.18132134318,24.2446784973145,0,1,1,0,"Building geometry prediction"
"osgb1000005732080",532000,181782,51.5195434,-0.0988624,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",15774.1289673663,26.204761505127,0,4,3,1,"Building geometry prediction"
"osgb1000005732081",531999,181787,51.5195886,-0.0988749,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",15839.1404890751,26.222749710083,0,0,0,1,"Building geometry prediction"
"osgb1000005732082",531996,181771,51.5194455,-0.0989241,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",24129.7332185621,28.516788482666,0,1,0,1,"Building geometry prediction"
"osgb1000005732083",531998,181774,51.519472,-0.0988942,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",13134.2444681545,26.3389778137207,0,0,2,0,"Building geometry prediction"
"osgb1000005732097",531992,181809,51.5197879,-0.0989675,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",126201.383256753,56.7604026794434,0,8,8,3,"Building geometry prediction"
"osgb1000005732104",531960,181751,51.5192742,-0.0994501,"E00190407","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",157596.322177632,65.4475021362305,0,1,0,5,"Building geometry prediction"
"osgb1000005732128",531031,181528,51.5174861,-0.1129149,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",1202071.4019249,354.457733154297,0,0,0,1,"Building geometry prediction"
"osgb1000005732131",531012,181603,51.5181646,-0.1131607,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",325860.166986242,112.00675201416,0,0,0,3,"Building geometry prediction"
"osgb1000005732133",531049,181568,51.5178414,-0.1126407,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",158371.443922398,65.6619873046875,0,0,0,1,"Building geometry prediction"
"osgb1000005732139",531042,181600,51.5181306,-0.1127297,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",51694.1052110845,36.1439552307129,0,0,0,1,"Building geometry prediction"
"osgb1000005732141",531050,181600,51.5181288,-0.1126144,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",22151.2187104158,27.9693260192871,0,0,0,1,"Building geometry prediction"
"osgb1000005732142",531057,181599,51.5181182,-0.112514,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",18231.8363326641,26.8848190307617,0,7,7,1,"Building geometry prediction"
"osgb1000005732143",531067,181599,51.5181159,-0.1123699,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",265581.125334992,95.3273086547852,0,0,0,1,"Building geometry prediction"
"osgb1000005732145",531095,181527,51.5174623,-0.1119934,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",1295174.57101597,380.219757080078,0,0,0,5,"Building geometry prediction"
"osgb1000005732160",531185.94,181580.02,51.5179177,-0.1106638,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",59213.3963846422,38.2245712280273,0,0,0,1,"Building geometry prediction"
"osgb1000005732162",531167,181550,51.5176523,-0.1109477,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",49848.5143574115,35.6332740783691,0,0,0,1,"Building geometry prediction"
"osgb1000005732163",531168,181558,51.517724,-0.1109304,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",42931.9022000866,33.7194213867188,0,0,0,1,"Building geometry prediction"
"osgb1000005732165",531169,181574,51.5178675,-0.11091,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",56534.717106081,37.4833717346191,0,0,0,1,"Building geometry prediction"
"osgb1000005732166",531164,181585,51.5179676,-0.1109779,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",36402.6967763928,31.9127655029297,0,0,0,3,"Building geometry prediction"
"osgb1000005732168",531143.37,181586.25,51.5179836,-0.1112746,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",63411.4423582342,39.3861885070801,0,1,0,3,"Building geometry prediction"
"osgb1000005732169",531126,181589,51.5180123,-0.1115238,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",60272.9531705555,38.5177574157715,0,0,0,1,"Building geometry prediction"
"osgb1000005732171",531137.08,181568.189999999,51.5178227,-0.1113719,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",38309.3370852236,32.4403381347656,0,0,0,1,"Building geometry prediction"
"osgb1000005732172",531128,181575,51.517886,-0.1115002,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",103920.612677059,50.5952301025391,0,0,0,2,"Building geometry prediction"
"osgb1000005732177",531212,181510,51.5172824,-0.1103144,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",70556.8210540498,46.0083923339844,0,16,16,0,"Building geometry prediction"
"osgb1000005732178",531212.64,181520.17,51.5173737,-0.1103014,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",54515.0697147311,40.5134811401367,0,9,9,0,"Building geometry prediction"
"osgb1000005732179",531215,181545,51.5175963,-0.1102582,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",341478.093844466,116.32829284668,0,1,0,4,"Building geometry prediction"
"osgb1000005732182",531224.87,181545.33,51.5175969,-0.1101159,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",40293.8801840565,35.6421852111816,0,3,5,0,"Building geometry prediction"
"osgb1000005732183",531224.31,181526.869999999,51.5174312,-0.1101308,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",53260.3193829378,40.083683013916,0,5,8,0,"Building geometry prediction"
"osgb1000005732184",531223.84,181507.84,51.5172603,-0.1101447,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",52651.9156245963,39.8752822875977,0,2,5,0,"Building geometry prediction"
"osgb1000005732185",531235.01,181508.630000001,51.5172648,-0.1099835,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",66014.6121751678,44.4525146484375,0,7,8,0,"Building geometry prediction"
"osgb1000005732186",531235.44,181525.58,51.517417,-0.109971,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",31519.5645716854,32.6366500854492,0,2,4,0,"Building geometry prediction"
"osgb1000005732187",531237.28,181545.32,51.517594,-0.1099372,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",53326.8947609425,40.1064872741699,0,5,5,0,"Building geometry prediction"
"osgb1000005732188",531237,181557,51.517699,-0.1099368,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",77660.231753939,43.3288841247559,0,1,6,1,"Building geometry prediction"
"osgb1000005732189",531294,181560,51.5177127,-0.1091147,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",615668.905398742,192.197937011719,0,0,0,2,"Building geometry prediction"
"osgb1000005732192",531251,181545,51.5175879,-0.1097397,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",67069.7014294653,40.3984413146973,0,0,0,2,"Building geometry prediction"
"osgb1000005732194",531282,181517,51.5173291,-0.1093036,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",32189.9480677749,30.7470817565918,0,4,4,1,"Building geometry prediction"
"osgb1000005732195",531285,181513,51.5172924,-0.1092618,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",15312.1033136923,26.0769176483154,0,0,1,1,"Building geometry prediction"
"osgb1000005732197",531293.01,181505.560000001,51.5172237,-0.1091492,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",28779.5318483386,29.8034057617188,0,7,7,1,"Building geometry prediction"
"osgb1000005732201",531406,181513,51.5172643,-0.107519,"E00190440","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",389897.419682934,129.726104736328,0,2,0,4,"Building geometry prediction"
"osgb1000005732203",531420,181495,51.5170993,-0.107324,"E00190440","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",87299.3266205528,45.9960556030273,0,0,0,2,"Building geometry prediction"
"osgb1000005732204",531450,181505,51.5171822,-0.1068882,"E00190440","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",6689.72537988229,24.1314849853516,0,0,1,0,"Building geometry prediction"
"osgb1000005732207",531469,181517,51.5172856,-0.10661,"E00190440","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",378077.471668106,126.45548248291,0,0,0,1,"Building geometry prediction"
"osgb1000005732797",531247.19,181567.65,51.5177923,-0.1097861,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",190450.758901096,74.5384521484375,0,0,0,2,"Building geometry prediction"
"osgb1000005732807",531195,181578,51.5178975,-0.110534,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",181485.362480589,72.0576934814453,0,0,0,1,"Building geometry prediction"
"osgb1000005732808",531174,181584,51.5179563,-0.1108343,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",92738.2245773569,47.5010223388672,0,0,0,2,"Building geometry prediction"
"osgb1000005732821",531213,181534,51.5174979,-0.1102911,"E00000028","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",45215.7294538345,37.3281059265137,0,0,0,0,"Building geometry prediction"
"osgb1000005732838",531602,181483,51.5169492,-0.104707,"E00190440","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",63467.9131918339,39.4018135070801,0,1,0,3,"Building geometry prediction"
"osgb1000005732846",531735,181498,51.517053,-0.1027857,"E00190426","E01032740","E02000001","E05009305","Farringdon Without","CITY OF LONDON",725700,382.00491,1,1,1,1,"DEC data"
"osgb1000005732850",531637,181421,51.5163838,-0.104226,"E00190440","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",228885.761106846,85.1735610961914,0,0,0,1,"Building geometry prediction"
"osgb1000005732853",531633,181397,51.5161691,-0.1042926,"E00190440","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",432085.476292248,141.399703979492,0,0,0,1,"Building geometry prediction"
"osgb1000005732855",531627,181374,51.5159638,-0.1043876,"E00190440","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",74960.7577565038,42.5819282531738,0,0,0,1,"Building geometry prediction"
"osgb1000005732856",531630.03,181364,51.5158732,-0.1043477,"E00190440","E01032740","E02000001","E05009304","Farringdon Within","CITY OF LONDON",148431.750464622,62.9116325378418,0,1,1,2,"Building geometry prediction"
"osgb1000005732885",531513,181161,51.5140761,-0.106109,"E00000025","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",498650.464391686,159.818481445312,0,1,0,2,"Building geometry prediction"
"osgb1000005732886",531545,181162,51.5140777,-0.1056477,"E00000025","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",53887.0442386979,36.7507514953613,0,0,0,2,"Building geometry prediction"
"osgb1000005732887",531553.03,181154.92,51.5140122,-0.1055347,"E00000025","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",49644.2875176348,35.5767631530762,0,0,0,2,"Building geometry prediction"
"osgb1000005732888",531563,181154,51.5140016,-0.1053915,"E00000025","E01032740","E02000001","E05009297","Castle Baynard","CITY OF LONDON",121360.34748019,55.4208717346191,0,0,0,3,"Building geometry prediction"
